Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Cardiomyopathy, Dilated	48/419	1.4838493917571e-07	1.1415166085529e-05	48	0.114558472553699	PTGER4;CSRNP1;CSF3;HSPB6;FHL1;PRF1;LTBP4;LPL;ADRB1;ADRB2;COX7A1;CNN1;EDNRB;SGCA;GRK5;ALDH2;GJA5;ANKRD1;TIMP3;CD36;CD34;CAMP;TMOD1;EDN1;ACE;MME;NEBL;PRKCE;DAPK2;TNNC1;LIFR;LMO7;HOPX;RCAN1;ARC;RGCC;DES;MMRN1;AGTR1;PPARG;AGTR2;MYZAP;UTRN;IL7R;CRYAB;TLR4;LIMS2;HLA-DQB1
Cirrhosis	49/433	1.60487256404795e-07	1.22026298794297e-05	49	0.113163972286374	CSF3;VIPR1;SERPINA1;HHIP;PRF1;CLU;AQP1;HK3;HPGDS;EDNRB;CCND2;DMBT1;BMPER;ALDH2;LEPR;EDN1;VWF;SLC11A1;DCN;RBP4;MMRN1;CAT;AGTR1;PECAM1;TLR4;ABCG2;ADH1B;NPR1;PLA2G1B;NOTCH4;PDGFB;ADRB2;WIF1;ALOX5;BCHE;CDKN2B;ACE;ANGPT1;CAVIN2;CAV1;KLK10;LYVE1;KLF2;KLF6;IL6;NOSTRIN;HLA-DPB1;HLA-DRB1;FGFR2
Non-Small Cell Lung Carcinoma	168/2243	1.64401806923997e-07	1.2356590982483e-05	168	0.074899687917967	SEMA5A;CSF3;CD83;ATP8A1;MT1M;C4BPA;AQP4;ADARB1;CLU;AQP1;TGM1;HPGDS;EFEMP1;CCND2;DACH1;EDNRB;DMBT1;SOX17;SOX18;DPYSL2;PEBP4;LEPR;VSIG4;ROS1;SOX7;HOXA5;MFSD2A;TNS1;SLC34A2;SEMA6A;DAPK1;DAPK2;PRKCE;CACNA2D2;MIR27A;TUBA4B;FRMD3;RBP2;SLPI;SFRP5;COL4A3;SELENOP;BTK;PLBD1;SPARCL1;S100A4;UTRN;MYL9;ATF3;CFTR;ABCG1;ABCG2;SLC22A3;MAOB;EPAS1;RRAD;ALOX15;C5AR1;IL20RA;ECSCR;NEDD4L;LPL;GATA2;AGER;SLC9A3R2;S100A12;EGR1;JUND;ACE;CADM1;NEBL;ABCA3;ZBTB16;CAV1;DHCR24;SMAD6;NR0B2;ALOX15B;BMP6;HOPX;BMP2;IL6;RGCC;NR4A3;ID1;CASS4;SCGB3A1;HLA-DRA;FGFR4;NES;FGFR2;PIGR;ROBO4;SERPINA1;MIR34C;RASGRF1;TCF21;ARRB1;TREM1;SPN;THBD;FCGR3A;HYAL1;ADAMTS1;GPER1;MRC1;TIMP3;ADAMTS8;CD34;SFTPB;MME;DUSP1;MIR23A;SFTPC;TNNC1;SFTPD;EMP1;FOS;DCN;TGFBR2;TGFBR3;GPRC5A;CAT;ALDH1A1;PECAM1;MMP19;CLDN18;PPARG;ZMYND10;FBP1;TLR4;RBMS3;ITIH5;CX3CR1;CEBPA;CSTA;SFTPA2;HPGD;PLA2G1B;SEMA3B;NEDD9;PTN;CST6;WIF1;PDPN;CXCR2;STOM;GDF10;CDKN2B;CAVIN1;ANGPT1;WNT7A;CABLES1;VEGFD;KLF4;PTPN13;KLK10;KLK11;KLF2;APLN;KLF6;DLC1;SCGB1A1;FOSB;TEK;SFTPA1;FOLR1;FOXA2
Non-alcoholic Fatty Liver Disease	41/334	1.90267160754902e-07	1.41381473201852e-05	41	0.122754491017964	SLC22A3;CEBPA;SERPINA1;INSIG1;ALOX15;PRF1;PCSK9;LPL;RETN;HPGDS;ALDH2;ALOX5;CXCR2;FFAR4;GPC3;LEPR;S1PR1;CD36;LDLR;ACE;JUND;SEMA6A;PRKCE;CAV1;FOS;NR0B2;SELP;RBP4;IL6;KLF6;FABP4;SLPI;FABP5;ALPP;CAT;AGTR1;FOSB;PPARG;TEK;TLR4;S100A8
Subarachnoid Hemorrhage	19/93	1.92442884118374e-07	1.41391462837084e-05	19	0.204301075268817	ACVRL1;EDN1;ACE;ANGPT1;PLA2G1B;ECSCR;AQP4;ADRB1;ADRB2;KLF4;THSD1;AQP1;IL6;EDNRB;SOX17;TIMP3;S100A12;ROS1;ENG
Endothelial dysfunction	35/262	1.94941207029134e-07	1.41635616973723e-05	35	0.133587786259542	CX3CR1;COLEC12;MAOB;MAOA;RETN;PEAR1;AGER;DUOX1;CDH5;THBD;EDNRB;OLR1;ROS1;KL;EDN1;ACE;VWF;WNT3A;DAPK2;CAV1;CYBB;KLF2;SELP;CLDN5;IL6;CAT;AGTR1;PECAM1;PPARG;PDE5A;UTRN;HLA-DRB1;S100A8;ABCG1;ENG
Prostate carcinoma	221/3145	2.02501018761323e-07	1.45511446338493e-05	221	0.0702702702702703	VIPR1;PRF1;LDLRAD1;RXFP1;AQP1;EDNRB;PTGDS;TNS1;GABARAPL1;STARD8;PRKCE;CACNA2D2;CYP27A1;RBP4;SFRP5;AGTR1;BTK;ANOS1;SPARCL1;AGTR2;ATF3;CFTR;SLC22A3;EPAS1;RRAD;MAOA;PDGFB;NEDD4L;GATA2;PRKCZ;SULT1A1;PLAC8;RRAS;TSPAN7;A2M;PCAT19;MSR1;EGR1;JUND;ACE;GADD45B;FOXF1;FZD4;TNFSF12;NR0B2;ALOX15B;FLI1;MARCO;FXYD3;ID1;ID4;ID3;FERMT2;HLA-DRB1;BTG2;SERPINA1;TCF21;CX3CL1;GGTLC1;HYAL1;MRC1;PRX;OLR1;CTSH;TIMP3;SOSTDC1;CAMP;SFTPB;EDN1;MME;DUSP1;ANXA3;EMP1;EMP2;FOS;GPRC5A;SLC7A7;TLR8;PPARG;CD302;GAS6;TLR4;ENG;HBEGF;PTGER4;CSTA;NEDD9;TMPRSS2;HSD17B6;PTN;CST6;DUOX1;CAMK2N1;WIF1;ALOX5;CXCR2;AGR3;LDLR;APOL3;CDKN2B;CAVIN1;F11;SCTR;KLK10;LYVE1;KLK11;FABP4;FABP5;DLC1;FOSB;CAPS;FOXA2;CSF3;CD83;PROS1;FRY;CLU;TGM1;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;DMBT1;SLCO2B1;LEPR;ROS1;CPA3;SCARA3;SEMA6A;LMO2;MIR27A;MIRLET7D;PGC;COL4A3;SELENOP;S100A4;ERG;S100A8;ABCG1;ABCG2;ARHGEF26;NPR1;NOTCH4;ALOX15;DPT;LPL;FBLN1;ADRB2;NDRG2;AGER;SOCS2;PDZD2;GRK5;MYH11;SLC15A3;CBX7;WNT3A;ZBTB16;CAV1;CRIM1;TRPV2;SMAD9;DHCR24;BMP6;NR4A1;BMP2;IL6;RGCC;NR4A3;PXMP4;FGFR4;FGFR2;MIR34C;MS4A8;HSPB8;FHL1;RASGRF1;NRGN;THBD;ACOXL;ADGRE5;ADAMTS1;GPER1;SGCG;PTCRA;MIR23A;GPX3;GKN2;SSTR1;DCN;TGFBR2;TGFBR3;MMRN1;CRY2;CAT;ALDH1A1;PECAM1;RBMS3;CX3CR1;CEBPA;SFTPA2;HPGD;PLA2G1B;SEMA3B;HSD17B13;SELENBP1;PDLIM2;SLIT2;WASF3;ANGPT1;KLF4;PTPN13;SOD3;TBX2;KLF6;SCD;SCGB1A1;KLF9;TEK;PI16
Middle Cerebral Artery Occlusion	23/135	3.39858683256278e-07	2.41558253240522e-05	23	0.17037037037037	EGR1;EDN1;EGFL7;RAMP2;VWF;ANGPT1;ALOX15;C5AR1;SFTPD;AQP4;FPR2;FOS;AGER;HSPA12B;CXCL2;SELP;RCAN1;IL6;ADAMTS1;ALOX5;CXCR2;TEK;ATF3
Pulmonary arterial hypertension	16/70	3.52040004176847e-07	2.45896635243582e-05	16	0.228571428571429	ACVRL1;SFTPB;NFIX;SFTPA2;FOXF1;SFTPC;CAV1;SMAD9;LIFR;TBX4;AQP1;ARHGAP31;SOX17;MGP;KCNK3;ENG
Tumor Angiogenesis	54/511	3.53483464029618e-07	2.45896635243582e-05	54	0.105675146771037	ACVRL1;ROBO4;CXCL17;ARRB1;CXCL2;AQP1;EFEMP1;SOX17;OLR1;TIMP3;CD34;EDN1;SEMA6A;VWF;SEMA6D;MIR27A;FOS;DKK2;DCN;TGFBR2;SLPI;COL4A3;CAT;AGTR1;PECAM1;PPARG;S100A4;CRYAB;TLR4;ENG;SLC22A3;EPAS1;SEMA3B;FPR1;NTN4;PTN;FBLN5;CLEC3B;WIF1;SLIT3;SLIT2;ANGPT4;JUND;ANGPT1;FZD4;TNFSF12;CAV1;VEGFD;RCAN1;IL6;ID1;FOSB;TEK;NES
Stomach Neoplasms	77/835	3.59099834203945e-07	2.47174085879957e-05	77	0.0922155688622754	SERPINA1;CITED2;FHL1;ICAM2;CXCL2;THBD;CCND2;DACH1;SOX17;ALDH2;CA2;SOX18;ADAMTS1;LEPR;TIMP3;CD34;EGFL7;DUSP1;DAPK1;DAPK2;FOS;RNASE1;PGC;TGFBR2;RBP4;GPRC5A;SLPI;AGTR1;ITGA8;MAL;CLDN18;PPARG;S100A4;AGTR2;FBP1;S100A8;HBEGF;HLA-DQB1;HPGD;INSIG1;GATA6;ADRB1;FBLN1;HSD17B6;ADRB2;NDRG2;RHOBTB2;SELENBP1;MYCT1;WIF1;ALOX5;CBX7;CDKN2B;ACE;CADM1;ANGPT1;CAV1;VEGFD;KLF4;NR0B2;KLK10;TBX3;NR4A1;BMP2;IL6;KLF6;DES;DLC1;ID1;ID4;ID3;TACC1;FILIP1;TEK;FOLR1;LIMS2;FGFR2
Retinal Diseases	42/355	3.72960778011708e-07	2.54040679939433e-05	42	0.11830985915493	CSF3;ADH1B;PROS1;ALOX15;C5AR1;PDGFB;HBB;AQP4;ADRB2;TSPAN12;AGER;CX3CL1;AQP1;RS1;EFEMP1;ALDH2;ALOX5;CA4;TIMP3;RGS9;KL;EDN1;ACE;SEMA6A;SCARA5;ANGPT1;FZD4;CAV1;CYBB;SELP;RBP4;IL6;NR4A3;MMRN1;CAT;PPARG;ERG;TEK;CRYAB;NES;HLA-DRB1;HLA-DQB1
Benign Prostatic Hyperplasia	47/420	3.97737558408334e-07	2.66011939860597e-05	47	0.111904761904762	SLC22A3;MIR34C;PROS1;ALOX15;GATA6;TMPRSS2;LPL;NDRG2;CLU;HPGDS;EDNRB;ADAMTS1;ALOX5;GPER1;TIMP3;A2M;PPP1R14A;EGR1;MSR1;EDN1;ACE;DUSP1;FOXF1;CAV1;SMAD9;SSTR1;KLF4;PGC;ALOX15B;FLI1;KLK11;BMP6;KLF6;BMP2;IL6;GPRC5A;FXYD3;DLC1;ALDH1A1;AGTR1;PPARG;PDE5A;ERG;FGFR4;ATF3;S100A8;FGFR2
Carcinogenesis	272/4065	3.98873676871165e-07	2.66011939860597e-05	272	0.0669126691266913	VIPR1;MT1M;AQP9;PRF1;C4BPA;RXFP1;AQP1;EDNRB;SOX17;DPYSL2;PTGDS;HOXA5;TNS1;SLC34A2;DAPK1;STARD8;PRKCE;CACNA2D2;RNASE1;DKK2;RBP4;ARC;RBP2;SLPI;SFRP5;AGTR1;ANOS1;AGTR2;KCTD12;ATF3;PLA1A;SLC22A3;EPAS1;RRAD;MAOA;GATA6;PRKCZ;PCDH17;HACD4;SULT1A1;PLAC8;RAB11FIP1;S100A12;SPTBN1;MSR1;EGR1;JUND;ACE;CADM1;GADD45B;FOXF1;FZD4;TNFSF13;TINCR;NR0B2;ALOX15B;FLI1;FXYD3;ID1;ID4;FERMT2;HLA-DRB1;ACVRL1;SRPX;PIGR;BTG2;SERPINA1;CITED2;PTPRM;TCF21;LIMD1;GGTLC1;GLIPR2;HYAL2;MRC1;RSPO2;OLR1;TIMP3;SOSTDC1;CD36;RSPO1;CD34;CAMP;EDN1;MME;DUSP1;ANXA3;SFTPC;HBA2;FOS;TOX2;GPRC5A;TAL1;MMP19;CLDN18;PPARG;GAS6;CRYAB;TLR4;ENG;KANK2;PTGER4;TNXB;ADH1B;NEDD9;TMPRSS2;HSD17B6;PTN;CST6;MYCT1;FGD5;GPA33;CAMK2N1;WIF1;ALOX5;ABI3BP;PDPN;CXCR2;GPC3;AGR3;RXRG;LDLR;GDF10;IL33;BCHE;CDKN2B;SUSD2;WNT7A;VEGFD;KLK10;FABP4;FABP5;DLC1;FOSB;FOXA2;SEMA5A;IHH;FRY;CLU;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;DMBT1;PEBP4;SLCO2B1;LEPR;ROS1;SCARA3;SEMA6A;SCARA5;LMO2;MIR27A;LIFR;PGC;OSCAR;DOK2;SELENOP;MAL;S100A4;CARD16;ERG;NUPR1;SLC27A3;S100A8;JCAD;ABCG2;CPB2;NDRG4;NOTCH4;ALOX15;C5AR1;DPT;LIN7A;FBLN1;ADRB2;NDRG2;AGER;FBLN5;RHOBTB2;SOCS2;PDZD2;SCUBE1;KL;SLC14A1;CBX7;CAV2;ZBTB16;CAV1;SMAD9;SMAD6;BMP6;HOPX;SELP;RCAN1;NR4A1;PTPRB;BMP2;IL6;RGCC;NR4A3;SCGB3A1;NMUR1;FGFR4;NES;FGFR2;DOCK4;MIR34C;MS4A8;FHL1;RASGRF1;ARRB1;AFF3;SPN;THBD;ADGRE5;ALDH2;GPER1;ADAMTS8;MIR23A;GPX3;GKN2;SSTR1;KLF15;DCN;TGFBR2;FGR;TGFBR3;MMRN1;CRY2;CAT;ALDH1A1;PECAM1;ZMYND10;FBP1;RBMS3;PPP1R15A;CX3CR1;CEBPA;HPGD;PLA2G1B;SEMA3B;ITLN1;NLRC4;THSD1;SELENBP1;PDLIM2;SCN7A;STOM;SLIT3;SLIT2;WASF3;SASH1;IRX1;ANGPT1;TIE1;CABLES1;KLF4;PTPN13;SOD3;TBX3;KLF2;TBX2;KLF6;SCD;BCL6B;SCGB1A1;KLF9;TEK;CDO1;FOLR1
High altitude pulmonary edema	11/33	4.02740205630817e-07	2.66011939860597e-05	11	0.333333333333333	SULT1A1;EDN1;ACE;SFTPA2;VWF;CA2;AGTR1;TIMP3;ADRB2;SFTPA1;CFTR
Diabetic Retinopathy	33/247	4.3163901364769e-07	2.82248751024224e-05	33	0.133603238866397	COLEC12;ALOX15;C5AR1;NPR3;AQP4;AGER;CX3CL1;HCAR2;RS1;ALDH2;TIMP3;CD36;CD34;EDN1;ACE;SEMA6A;MME;VWF;ANGPT1;LMO7;SORBS1;FRMD3;SELP;RBP4;IL6;MMRN1;CAT;AGTR1;PECAM1;SERPING1;PPARG;TLR4;ENG
Diabetes Mellitus, Non-Insulin-Dependent	131/1672	4.40796297619915e-07	2.83814744329615e-05	131	0.0783492822966507	VIPR1;AQP9;MSMO1;FRY;CLU;HPGDS;ZFP36;CCND2;CAPN9;EDNRB;DMBT1;SESN1;GJA4;LEPR;PDK4;PTGDS;ROS1;MIR27A;MIRLET7D;PGC;FRMD3;RBP4;SFRP5;GPD1;SELENOP;AGTR1;SERPING1;AGTR2;NUPR1;ATF3;S100A8;CFTR;ABCG1;CES1;ABCG2;CFD;SLC22A3;GPM6A;CPB2;EPAS1;RRAD;NPR1;MAOA;INSIG1;NPR3;AK1;ALOX15;GATA6;LPL;ADRB2;PRKCZ;COX7A1;AGER;SULT1A1;HCAR2;GRK5;ALDH3B1;CD300LG;KL;HLA-DRB5;ACE;CAV2;WFS1;TNFSF12;CAV1;SLC16A11;NR0B2;SELP;IL6;NR4A3;ID1;HLA-DRA;FGFR4;HLA-DRB1;PCSK9;CX3CL1;SLC6A4;OASL;THBD;ALDH2;FFAR4;OLR1;CTSH;TIMP3;CD36;CAMP;SGCG;EDN1;MME;VWF;MIR23A;SFTPD;HBA1;KLF15;DCN;TGFBR2;TGFBR3;CRY2;CAT;PPARG;GAS6;TLR4;HLA-DQB1;CX3CR1;COLEC12;CEBPA;PLA2G1B;ADH1B;ITLN1;RETN;SELENBP1;ALOX5;RXRG;LDLR;AOC3;CYB5A;BCHE;CDKN2B;KCNJ15;SORBS1;SOD3;FABP4;FABP5;GSTA4;SCD;SLCO4C1;ALOX5AP;AGRP;TEK;CDO1;FOXA2
Cerebral Infarction	36/283	4.42714542309538e-07	2.83814744329615e-05	36	0.127208480565371	RAMP2;CPB2;NDRG4;NRN1;ADH1B;LPL;AQP4;ITGAL;AGER;CX3CL1;EDNRB;ALDH2;OLR1;ROS1;ACE;JUND;SEMA6A;VWF;ANGPT1;SFTPD;EMP1;CYBB;FOS;HBA1;HSPA12B;TGFBR2;SELP;IL6;ALOX5AP;AGTR1;FOSB;PPARG;TLR4;ANGPTL1;KCNK3;HBEGF
Thrombosis	19/98	4.55080259146917e-07	2.88909690734144e-05	19	0.193877551020408	EGR1;CPB2;VWF;F10;PROS1;C5AR1;F11;KLF4;DCN;KLF2;SELP;THBD;IL6;F8;SCUBE1;LEPR;PECAM1;GAS6;ENG
Renal fibrosis	29/202	4.74443784544528e-07	2.98306529532372e-05	29	0.143564356435644	EPAS1;NCF2;C5AR1;CLU;AGER;HPGDS;GLIPR2;CD36;PTGDS;EGR1;KL;EDN1;ACE;SEMA6A;CYBB;BMP6;DCN;HCK;NR4A1;IL6;RGCC;SFRP5;COL4A3;AGTR1;S100A4;TLR4;FERMT2;ENG;RBMS3
IGA Glomerulonephritis	32/237	5.06728849240723e-07	3.15571423350961e-05	32	0.135021097046413	C1QB;CX3CR1;PIGR;C1QA;ST6GALNAC2;C5AR1;PRF1;PDGFB;CLEC14A;C2;SPN;FCGR3A;ACOXL;LAMP3;VSIG4;SYNPO;KL;EDN1;ACE;VWF;TNFSF13;DCN;IL6;SCGB1A1;AGTR1;HLA-DPB1;HLA-DRA;PPARG;AGTR2;TLR4;HLA-DRB1;HLA-DQB1
Hyaline Membrane Disease	7/12	5.63135991064043e-07	3.44458497027911e-05	7	0.583333333333333	NDST1;SFTPB;EPAS1;ABCA3;SFTPC;SFTPD;SFTPA1
Restenosis	30/215	5.63649781036649e-07	3.44458497027911e-05	30	0.13953488372093	CX3CR1;CSF3;PLA2G1B;ALOX15;LPL;AGER;CX3CL1;THBD;S100A12;OLR1;ROS1;EGR1;BCHE;ACE;JUND;FZD4;FOS;UPK3B;SELP;NR4A1;IL6;MMRN1;ALOX5AP;AGTR1;PECAM1;SERPING1;FOSB;PPARG;TLR4;S100A8
Eczema	49/454	6.64636395621966e-07	4.02412721386299e-05	49	0.107929515418502	NCF2;LRRC32;TREM1;CXCL2;CX3CL1;TGM1;HPGDS;CA2;MRC1;FCER1A;HLA-DOA;PTGDS;ROS1;CAMP;EDN1;FCER1G;DUSP1;CYBB;FOS;EMCN;ALDH1A1;ANOS1;PPARG;MS4A2;TLR4;S100A8;HLA-DQB1;CX3CR1;CSTA;SELPLG;MAOB;HPGD;CST6;IL1RL1;CXCR2;CCL24;IL33;CCL23;JUND;TNFSF13;NR0B2;SELP;MARCO;IL6;RGCC;APOC1;FOSB;IL7R;HLA-DRB1
Dermatitis, Atopic	51/484	8.143780241645e-07	4.88552100918502e-05	51	0.105371900826446	LRRC32;TREM1;CXCL2;CX3CL1;SLC6A4;TGM1;HPGDS;CA2;MRC1;FCER1A;HLA-DOA;PTGDS;ROS1;CAMP;EDN1;FCER1G;DUSP1;SLC11A1;FOS;CYP27A1;EMCN;ALDH1A1;ANOS1;PPARG;MS4A2;TLR4;S100A8;HLA-DQB1;CX3CR1;CSTA;SELPLG;TNXB;MAOB;HSD17B6;ADRB2;CST6;RASIP1;IL1RL1;CXCR2;CCL24;IL33;CCL23;JUND;TNFSF13;NR0B2;SELP;MARCO;IL6;RGCC;APOC1;FOSB
Anemia, Sickle Cell	31/231	8.69664756258231e-07	5.16976167379325e-05	31	0.134199134199134	CSF3;EPAS1;HBB;ADRB2;ITGAL;THBD;HPGDS;CXCR2;CD36;CD34;EGR1;KL;EDN1;JUND;VWF;CYBB;HBA2;PPBP;FOS;HBA1;HOPX;HLA-E;SELP;IL6;SCD;CAT;FOSB;PDE5A;ACKR1;HLA-DRB1;HLA-DQB1
Age related macular degeneration	43/382	1.05458487804636e-06	6.21255001580643e-05	43	0.112565445026178	CFD;CX3CR1;SERPINA1;TNXB;NOTCH4;FHL1;LPL;C4BPA;CFP;CST6;AGER;CX3CL1;FBLN5;C2;RS1;HPGDS;FCGR3A;EFEMP1;GRK5;TIMP3;CD36;AOC3;IL33;ACE;MME;ANGPT1;FZD4;VEGFD;PILRA;BMP6;CYP27A1;IL6;FABP5;COL4A3;AGTR1;SERPING1;GAS6;CRYAB;TLR4;HLA-DRB1;ABCG1;GSTM5;ABCG2
Uremia	15/67	1.08255714008794e-06	6.32039387413842e-05	15	0.223880597014925	AOC3;KL;EDN1;ACE;CITED2;PROS1;PTH1R;AGER;BMP2;IL6;SLPI;ALPP;MGP;ALPL;LDLR
Colorectal Neoplasms	91/1073	1.23571478855535e-06	7.15074247996762e-05	91	0.0848089468779124	ROBO4;MIR34C;FHL1;RASGRF1;CLU;CDH5;HPGDS;FCGR3A;EFEMP1;CCND2;ADGRE5;SOX17;ALDH2;ADAMTS1;DPYSL2;ADAMTSL3;LAMP3;MRC1;LEPR;CTSH;TIMP3;SOX7;GUCY1A2;EDN1;MME;STARD8;PRKCE;FOS;PGC;TGFBR2;SFRP5;SELENOP;MAL;PPARG;S100A4;TLR4;ATF3;S100A8;CFTR;ABCG1;ENG;ABCG2;CX3CR1;PTGER4;SLC22A3;HPGD;NPR1;ADH1B;ALOX15;PDGFB;NEDD9;TMPRSS2;RETN;THSD1;AGER;SULT1A1;SELENBP1;PDLIM2;WIF1;ALOX5;CPAMD8;PDPN;CXCR2;MYH11;SLIT2;LDLR;PPP1R14A;BCHE;CDKN2B;ACE;ABCA3;CAV1;TNFSF13;CABLES1;ABCA8;KLF4;PTPN13;KLK10;ALOX15B;TBX3;BMP2;IL6;KLF6;FXYD3;DLC1;ID1;KLF9;ID4;NES;FOLR1;FGFR2
Acute myocardial infarction	32/247	1.27738782468091e-06	7.32705174174427e-05	32	0.129554655870445	PLA2G1B;LRRK2;LPL;AQP4;ADRB1;TREM1;SLC6A4;THBD;HPGDS;GJA4;OLR1;HLA-DOA;CD34;LDLR;IL33;EDN1;ACE;F10;VWF;ANGPT1;CYBB;MIR27A;HBA1;KLF4;SELP;IL6;MMRN1;AGTR1;PPARG;TLR4;NES;HLA-DRB1
Familial pulmonary arterial hypertension	6/9	1.29044243275992e-06	7.33756788505835e-05	6	0.666666666666667	ACVRL1;CAV1;SMAD9;TBX4;KCNK3;ENG
Cerebrovascular Disorders	26/178	1.31478533006205e-06	7.41153558041015e-05	26	0.146067415730337	ACVRL1;CX3CR1;SELPLG;LAMC3;NPR3;LPL;HBB;PCSK9;RETN;THSD1;THBD;OLR1;LDLR;BCHE;EDN1;ACE;FOXF1;TGFBR2;SELP;AGTR1;BTK;PECAM1;TEK;HLA-DRB1;ENG;HLA-DQB1
Blood Platelet Disorders	11/37	1.4736678989265e-06	8.23616614622254e-05	11	0.297297297297297	CEBPA;THBD;BCHE;NR4A3;VWF;MMRN1;CD36;GATA2;CD34;MYH10;FLI1
Malnutrition	30/225	1.49065684250635e-06	8.26051279080427e-05	30	0.133333333333333	SLC22A3;PIGR;SERPINA1;MAOB;MAOA;COX4I2;HBB;C2;PLAC8;ZFP36;HPGDS;GRK5;CA2;LEPR;SLC39A8;CD36;ROS1;WASF3;KL;SCARA3;ACE;VWF;ABCA3;F11;IL6;SLC7A7;SLCO2A1;CAT;UTRN;CFTR
Ischemic cardiomyopathy	20/116	1.61173644113943e-06	8.85642402404263e-05	20	0.172413793103448	CSF3;SEMA6A;ACE;ARHGEF26;ANGPT1;CITED2;PCSK9;ADRB1;C2;SLC6A4;IL6;GRK5;ANKRD1;SVEP1;PHACTR1;PDE5A;TEK;PLPP3;LDLR;JCAD
Cystic Fibrosis	58/594	1.75868261913893e-06	9.58335470545789e-05	58	0.0976430976430976	SERPINA1;HBB;TREM1;CXCL2;ADGRE1;ZFP36;HPGDS;FCGR3A;EDNRB;CA2;CAMP;SFTPB;SLC15A2;SEMA6A;PRKCE;SLC11A1;SFTPD;HBA2;FOS;HBA1;SCNN1G;F8;SLPI;SCNN1B;PECAM1;PPARG;PDE5A;AGTR2;TLR4;S100A8;CFTR;HLA-DQB1;ABCG2;SFTPA2;PLA2G1B;GYPE;ALOX15;NLRC4;HSD17B6;ADRB2;AGER;SOCS2;CXCR2;S100A12;A2M;STARD13;ACE;JUND;FZD4;CAV2;CAV1;KLF2;RCAN1;IL6;SCGB3A2;FOSB;SFTPA1;FGFR2
Renal glomerular disease	21/127	1.80209858955789e-06	9.73877907199922e-05	21	0.165354330708661	EDN1;ACE;EPAS1;HBB;HBA2;HBA1;NPNT;LYZ;SMAD6;DCN;PDLIM1;THBD;EDNRB;PDLIM2;SCGB1A1;PECAM1;HLA-DPB1;SYNPO;DNASE1L3;LDLR;HBEGF
Senile Plaques	36/301	1.9448353512398e-06	0.000104239986571779	36	0.119601328903654	MAOB;HSPB6;HSPB8;C5AR1;LPL;FPR2;NDRG2;CLU;AGER;TREM1;HPGDS;ALOX5;OLR1;APBB1;PTGDS;A2M;LDLR;EGR1;BCHE;ACE;SEMA6A;MME;VWF;PRKCE;TNFSF12;DCN;CYP27A1;RCAN1;IL6;ALOX5AP;SERPING1;PPARG;TLR4;S100A8;ENG;ABCG2
Pancreatic carcinoma	140/1869	2.10476246410732e-06	0.00011189464839673	140	0.0749063670411985	SEMA5A;CSF3;HHIP;ICAM2;IHH;CLU;CDH5;HPGDS;ZFP36;EFEMP1;CCND2;SLCO2B1;HLA-DOA;ROS1;SOX7;GABARAPL1;SEMA6A;DAPK2;LMO2;CYBB;MIR27A;RNASE1;DKK2;CLDN5;SCNN1G;SLPI;AGTR1;BTK;SPARCL1;MAL;S100A4;AGTR2;CARD16;NUPR1;UTRN;ATF3;S100A8;CFTR;CD101;ABCG2;SLC22A3;CALCRL;EPAS1;ALOX15;GATA6;FPR2;ADRB2;NDRG2;AGER;SULT1A1;SLC9A3R2;PLAC8;KL;EGR1;CBX7;JUND;CADM1;CAV1;HOPX;SELP;NR4A1;BMP2;IL6;RGCC;FXYD3;ID1;CYP2B7P;FGFR4;NES;FERMT2;HLA-DRB1;FGFR2;ACVRL1;PIGR;SERPINA1;CELF2;RASGRF1;THBD;FCGR3A;ALDH2;CA2;ADAMTS1;MRC1;RSPO2;CTSH;ADAMTS8;CD34;MME;DUSP1;MIR23A;SFTPD;FOS;SSTR1;DCN;TGFBR2;MMRN1;PEAK1;CRY2;CAT;ALDH1A1;PECAM1;CLDN18;TLR8;PPARG;GAS6;TLR4;JDP2;ENG;HBEGF;RBMS3;KANK2;ITIH5;CX3CR1;PTGER4;CEBPA;RAMP3;HPGD;ADH1B;NEDD9;WIF1;ALOX5;PDPN;CXCR2;GPC3;SLIT2;CYB5A;IL33;CDKN2B;F10;ANGPT1;SCTR;VEGFD;KLF4;PTPN13;SOD3;KLF2;TBX2;APOC1;FOSB;FOXA2
Heart failure	73/815	2.13517899014066e-06	0.000112596253359111	73	0.0895705521472393	CSF3;ARRB1;CXCL2;CX3CL1;SLC6A4;EDNRB;ALDH2;PDK4;ANKRD1;OLR1;TIMP3;CD36;SGCG;EDN1;SEMA6A;MME;VWF;DUSP1;MIR23A;DAPK2;CYBB;HBA2;LIFR;FOS;HBA1;KLF15;DCN;RBP4;ARC;MMRN1;CAT;AGTR1;CASQ2;PPARG;PDE5A;AGTR2;UTRN;TLR4;ATF3;ENG;ABCG2;CFD;CX3CR1;RAMP2;NPR1;ALOX15;ADRB1;RETN;PTN;ADRB2;AGER;FBLN5;CNN1;DUOX1;GRK5;S1PR1;SPTBN1;KCNJ5;ACE;ANGPT1;SOD3;HOPX;APLN;SELP;NR4A1;IL6;FABP4;DES;SCD;OGN;APOC1;GPD1L;NES
